"number","short_description","u_approving_sdm","start_date","state","assigned_to","approval","assignment_group","backout_plan","location","sys_created_on","category","ci_class","u_closure_code","closed_at"
"CHG0527637","EMEA - Delphidrive to PHINIA Domain Migration - 00202 - Blois - France - Multi PSP Phinia Child Change","Gauthier, Guillaume","2025-04-12 11:00:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","00202 - Blois - France","2025-03-18 15:02:31","Hardware","All Servers","Successful","2025-11-28 11:46:24"
"CHG0527636","EMEA - Delphidrive to PHINIA Domain Migration - 00202 - Blois - France - Multi PSP TCS Child Change","Gauthier, Guillaume","2025-04-12 11:00:00","Closed Complete","Gajapathy, Suresh Kumar","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","00202 - Blois - France","2025-03-18 15:00:55","Hardware","All Servers","Successful","2025-04-29 06:17:05"
"CHG0527635","EMEA - Delphidrive to PHINIA Domain Migration - 00202 - Blois - France - Multi PSP DXC Parent Change","Gauthier, Guillaume","2025-04-12 11:00:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","00202 - Blois - France","2025-03-18 14:59:00","Hardware","All Servers","Successful","2025-04-29 05:33:16"
"CHG0527936","EMEA| SRQ0055033-Run a new robocopy from Warwick [UKLEA-FP04, FP05] to an on-prem file server in Amsterdam [NLNHSRKP-FS02] - Single PSP DXC change","","2025-04-13 05:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Ans: Revert the changes made.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  0.5 hours (Yes)","10671 - Amsterdam CoLocation","2025-04-10 11:59:21","Hardware","All Servers","Successful","2025-04-29 05:35:09"
"CHG0527773","Global: 8300000456, Apr-20-MTW | PH1/PS2 Landscapes Restart - LTIM /DXC Parent Change","Naqvi, Masooma","2025-04-19 22:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.
Restart of apps and DB  

Q. What is the duration required to perform the backout plan and is it included in the scheduled window? 
3 Hours, yes (included) 
","20005 - Azure Europe West","2025-03-28 06:59:53","Hardware","All Servers","Successful","2025-05-29 03:22:37"
"CHG0527822","Enterprise: MS Security patching on Phinia SAP PH1 servers - Multi  PSP - LTIM Parent change","Naqvi, Masooma","2025-04-20 00:00:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Step by step procedure of back out plan.
Ans-  In case of any issue the installed patches will be un-installed from the server
        
Q. What is the time duration required to perform the backout plan and is it included in the scheduled window? 
Ans- 2 hr, yes Included","20005 - Azure Europe West","2025-04-02 10:39:55","Hardware","Windows Server","Successful","2025-05-28 11:28:17"
"CHG0527823","Enterprise: MS Security patching on Phinia SAP PH1 servers - Multi  PSP - TCS Child change","Naqvi, Masooma","2025-04-20 00:00:00","Closed Complete","Gajapathy, Suresh Kumar","Approved","Change Coordinator_TCS","Q. Step by step procedure of back out plan.
Ans-  In case of any issue the installed patches will be un-installed from the server
        
Q. What is the time duration required to perform the backout plan and is it included in the scheduled window? 
Ans- 2 hr, yes Included

","20005 - Azure Europe West","2025-04-02 10:55:56","Hardware","Windows Server","Successful","2025-05-12 07:00:07"
"CHG0527620","Enterprise - Delphidrive to PHINIA Domain Migration - Amsterdam/Shanghai - SAP Servers- Multi PSP TCS Child Change","Chava, Sri, Zhou, Perry","2025-04-20 00:00:00","Closed Complete","Gajapathy, Suresh Kumar","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","10671 - Amsterdam CoLocation","2025-03-18 14:37:47","Hardware","All Servers","Successful","2025-04-29 06:14:55"
"CHG0527836","EMEA - Delphidrive to PHINIA Domain Migration - 00274 - Gillingham - Multi PSP TCS Child Change","Proyer, Damon, Marshall, Daren","2025-04-22 23:00:00","Closed Complete","Gajapathy, Suresh Kumar","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","00274 - Gillingham - United Kingdom","2025-04-02 13:54:09","Hardware","All Servers","Successful","2025-04-29 06:22:41"
"CHG0527837","EMEA - Delphidrive to PHINIA Domain Migration - 00274 - Gillingham - Multi PSP Phinia Child Change","Proyer, Damon, Marshall, Daren","2025-04-22 23:00:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","00274 - Gillingham - United Kingdom","2025-04-02 13:55:25","Hardware","All Servers","Successful","2025-11-25 11:36:16"
"CHG0527835","EMEA - Delphidrive to PHINIA Domain Migration - 00274 - Gillingham - Multi PSP DXC Parent Change","Proyer, Damon, Marshall, Daren","2025-04-22 23:00:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","00274 - Gillingham - United Kingdom","2025-04-02 13:53:05","Hardware","All Servers","Successful","2025-05-29 06:42:47"
"CHG0527925","EMEA - Delphidrive to PHINIA Domain Migration - 00274 - Gillingham - Multi PSP DXC Parent Change","Proyer, Damon","2025-04-23 23:00:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","00274 - Gillingham - United Kingdom","2025-04-10 09:47:02","Hardware","All Servers","Successful","2025-05-22 13:01:35"
"CHG0527926","EMEA - Delphidrive to PHINIA Domain Migration - 00274 - Gillingham - Multi PSP TCS Change","Proyer, Damon","2025-04-23 23:00:00","Closed Complete","Gajapathy, Suresh Kumar","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","00274 - Gillingham - United Kingdom","2025-04-10 09:48:02","Hardware","All Servers","Successful","2025-07-10 09:44:55"
"CHG0527786","EMEA/Americas | SRQ0055012: Put Appliance for ZScaler to production-Single PSP DXC change","Chava, Sri, Gavara, Naveen","2025-04-24 00:00:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan. 
Ans-: Keep the server in development environment. And keep server at pre-production.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-: 3 hours (Yes).","10671 - Amsterdam CoLocation","2025-03-31 04:53:44","Hardware","All Servers","Successful","2025-07-02 06:23:59"
"CHG0528015","EMEA -  Request you to add a new mount point (/db_backup) with 200GB of space in TRIZDA01 server - Single-PSP (DXC Change)","","2025-04-24 10:00:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Rollback
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
1 Hour (yes)
","00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1)","2025-04-18 02:17:03","Hardware","Linux Server","Successful","2025-04-29 09:09:29"
"CHG0527932","EMEA |SRQ0054728: Put two server to production-Single PSP DXC change","Cuciurean, Alex","2025-04-25 00:00:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan. 
Ans-: Keep the server in development environment. And keep server at pre-production.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-: 3 hours (Yes).","20005 - Azure Europe West","2025-04-10 09:50:22","Hardware","All Servers","Successful","2025-07-02 06:22:10"
"CHG0527148","GLobal/Vendor Consignment RO10/LTIM single PSP","","2025-04-25 10:45:00","Closed Complete","Veerubhotla, Srinivasa","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  The transport will be reversed.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  1H
","10304 - Iasi - Romania","2025-02-13 04:43:38","Software","ADM Applications","Successful","2025-05-23 12:23:37"
"CHG0528032","Enterprise: Pre- Approved: Apply MS Security patches (April  - 2025) on Production Servers (4th weekend)- Reboot required - LTIM/TCS Child Change","","2025-04-25 22:30:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan. 
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  
Minimum : 30 Min.
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only.
","20005 - Azure Europe West","2025-04-18 14:08:42","Software","ADM Applications","Successful","2025-11-26 07:22:55"
"CHG0528031","Enterprise: Pre- Approved: Apply MS Security patches (April  - 2025) on Production Servers (4th weekend)- Reboot required - LTIM/DXC Parent Change","","2025-04-25 22:30:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan. 
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  
Minimum : 30 Min.
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only.
","20005 - Azure Europe West","2025-04-18 13:55:09","Hardware","Windows Server","Successful","2025-06-10 05:30:24"
"CHG0527924","EMEA - Delphidrive to PHINIA Domain Migration - 10671 - Amsterdam CoLocation - Multi PSP Phinia ChildChange","Chava, Sri, Gauthier, Guillaume","2025-04-26 06:30:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","10671 - Amsterdam CoLocation","2025-04-10 09:44:53","Hardware","All Servers","Successful","2025-11-28 11:53:20"
"CHG0527839","EMEA - Delphidrive to PHINIA Domain Migration - 10671 - Amsterdam CoLocation - Multi PSP TCS Child Change","Chava, Sri, Gauthier, Guillaume","2025-04-26 06:30:00","Closed Complete","Gajapathy, Suresh Kumar","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","10671 - Amsterdam CoLocation","2025-04-02 13:56:49","Hardware","All Servers","Successful","2025-07-10 09:49:17"
"CHG0527838","EMEA - Delphidrive to PHINIA Domain Migration - 10671 - Amsterdam CoLocation - Multi PSP DXC Parent Change","Chava, Sri, Gauthier, Guillaume","2025-04-26 06:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","10671 - Amsterdam CoLocation","2025-04-02 13:56:06","Hardware","All Servers","Successful","2025-06-27 13:05:25"
"CHG0527640","EMEA - Delphidrive to PHINIA Domain Migration - 20005 - Azure Europe West - Multi PSP Phinia Child Change","Djilli, Azzeddine, Cuciurean, Alex","2025-04-27 02:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","20005 - Azure Europe West","2025-03-18 15:06:00","Hardware","All Servers","Successful","2025-11-28 12:06:34"
"CHG0527638","EMEA - Delphidrive to PHINIA Domain Migration - 20005 - Azure Europe West - Multi PSP DXC Parent Change","Djilli, Azzeddine, Cuciurean, Alex","2025-04-27 02:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","20005 - Azure Europe West","2025-03-18 15:04:23","Hardware","All Servers","Successful","2025-07-10 09:51:24"
"CHG0527639","EMEA - Delphidrive to PHINIA Domain Migration - 20005 - Azure Europe West - Multi PSP TCS Child Change","Djilli, Azzeddine, Cuciurean, Alex","2025-04-27 02:30:00","Closed Complete","Gajapathy, Suresh Kumar","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","20005 - Azure Europe West","2025-03-18 15:05:17","Hardware","All Servers","Successful","2025-04-29 06:18:20"
"CHG0528127","Global_PS2 - Techmon configuration for system PN1 in System PS2_LTIM_Single PSP","","2025-04-30 13:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  The changes will be reverted from PS2 system

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  1-2 hrs, Yes","20005 - Azure Europe West","2025-04-28 13:18:36","Hardware","All Servers","Successful","2025-06-02 11:59:14"
"CHG0528142","GLOBAL - Set  DXC & TCS ID on expired state server from 1st May 2025","","2025-04-30 14:31:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  

All  old provider IDs are in expire state, we will make it enable and add to appropriate security group 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

30 min","10671 - Amsterdam CoLocation","2025-04-29 13:26:15","Hardware","Windows Server","Successful","2025-05-28 09:35:22"
"CHG0528155","Need to update password of PHINIA hosting  infrastructure tool (VMware, Dell open manger, HPE, Big fix & etc)","Chava, Sri","2025-05-01 16:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Set old password again if in case any issue

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
No ETA so far","10671 - Amsterdam CoLocation","2025-04-30 11:28:12","Hardware","Windows Server","Successful","2025-05-28 10:11:43"
"CHG0528137","Pre-Approved Apply MS Security patches (April -2025) on DT  Bigfix infra prod server - Reboot required - LTIM Change","","2025-05-02 22:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  
Minimum : 30 Min. (including)
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only.
","10671 - Amsterdam CoLocation","2025-04-29 08:28:39","Hardware","Windows Server","Successful","2025-05-28 09:30:10"
"CHG0528146","EMEA - To disable the AS400 DXC ID's in LI010141 LPAR - 00274 - Gillingham - Single PSP PHINIA Change","","2025-05-06 23:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Enable the users which were disabled.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window? 
1 hours, yes included in the change window. 
","00274 - Gillingham - United Kingdom","2025-04-30 05:32:23","Hardware","OS/400 Server","Successful","2025-05-28 09:32:44"
"CHG0528201","EMEA - Gillingham 00274 - Temporary admin access UKGILP-AP23 - LTIM","","2025-05-08 09:00:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  Remove admin rights.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  5 minutes.
","00274 - Gillingham - United Kingdom","2025-05-07 12:48:54","Hardware","Windows Server","Successful","2025-10-10 12:54:16"
"CHG0527269","Enterprise: [SRQ0054855] Thomson Reuters: Automatic Exchange Rate Write-off Project - Single PSP DXC Change","","2025-05-08 13:00:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q.. Mention step by step procedure of back out plan.  The changes will be reverted and CTS will be saved in DE2 and moved to QE2and PH1 system

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  1-2 hrs, Yes","20005 - Azure Europe West","2025-02-24 14:20:51","Hardware","All Servers","Successful","2025-05-23 05:30:48"
"CHG0528139","Global: 8300000507, May-11-MTW | PH1/PS2 Landscapes Restart - Single Change","Naqvi, Masooma","2025-05-10 22:30:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.
Restart of apps and DB  

Q. What is the duration required to perform the backout plan and is it included in the scheduled window? 
3 Hours, yes (included) 
","20005 - Azure Europe West","2025-04-29 09:19:26","Hardware","All Servers","Successful","2025-05-28 08:45:52"
"CHG0528046","Enterprise: MS Security patching on Phinia SAP PH1 servers - LTIM ","Naqvi, Masooma","2025-05-11 00:00:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Step by step procedure of back out plan.
Ans-  In case of any issue the installed patches will be un-installed from the server
        
Q. What is the time duration required to perform the backout plan and is it included in the scheduled window? 
Ans- 2 hr, yes Included","20005 - Azure Europe West","2025-04-22 10:30:54","Hardware","Windows Server","Successful","2025-05-28 12:07:00"
"CHG0528202","Enterprise- Pre-Approved Apply MS Security patches (May-2025) on DT TestDEV Servers (2nd weekend) - Reboot required","","2025-05-16 22:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  
Minimum : 30 Min.
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only.
","20005 - Azure Europe West","2025-05-07 21:03:53","Hardware","Windows Server","Successful","2025-05-28 08:36:24"
"CHG0528328","Enterprise: Pre- Approved: Apply MS Security patches (May  - 2025) on Production Servers (4th weekend)- Reboot required","","2025-05-30 22:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan. 
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  
Minimum : 30 Min.
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only.
","20005 - Azure Europe West","2025-05-22 09:56:51","Hardware","Windows Server","Successful","2025-06-10 06:10:44"
"CHG0528455","Zscaler Branch/App Connectors OS upgradations - 10671 - Amsterdam CoLocation (Child Change - LTIM)","","2025-06-04 20:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Rollback the changes by downgrading to original version
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
20 min Yes","10671 - Amsterdam CoLocation","2025-06-04 06:56:52","Network","Network Gear","Successful","2025-10-10 12:41:24"
"CHG0528436","Zscaler Branch/App Connectors OS upgradations - 10671 - Amsterdam CoLocation(Parent Change - PHINIA)","Martichuski, Jonathan","2025-06-04 20:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention the step-by-step procedure of the back-out plan.  
Roll back to the previous version.

Q. What is the duration required to perform the backout plan, and is it included in the scheduled window?  
30 mins","10671 - Amsterdam CoLocation","2025-06-03 11:13:57","Network","Network Gear","Successful","2025-08-01 10:33:04"
"CHG0528432","EMEA - Final Decomission of server FRBLO-AP18","Gauthier, Guillaume","2025-06-06 03:00:00","Closed Complete","Niharika, Gundrathi","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
- ensure VM snapshot in case of
- shutdown server
- move server to Retired in Serviceno

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  5mns to reactivate the VM or restore it if necessary
","00202 - Blois - France","2025-06-03 05:55:24","Hardware","Windows Server","Successful","2025-10-30 05:41:13"
"CHG0528527","INC7523013: SQL Server FRBLOP-DB08  performances analysis requested","Ayari, Bilel","2025-06-10 17:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  

If any service issue occur we can restart server again 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

30 min
","00202 - Blois - France","2025-06-10 06:43:25","Hardware","Windows Server","Successful","2025-07-22 11:35:54"
"CHG0528492","SCTSK5340392 - Decommission the server NLNHSRKP-AP121","","2025-06-13 10:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Rebuild the server  
","10671 - Amsterdam CoLocation","2025-06-06 18:33:10","Hardware","All Servers","Successful","2025-10-13 04:59:17"
"CHG0528522","Enterprise- Pre-Approved Apply MS Security patches (Jun-2025) on DT TestDEV Servers (2nd weekend) - Reboot required","","2025-06-13 22:30:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  
Minimum : 30 Min.
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only.
","20005 - Azure Europe West","2025-06-09 15:04:27","Hardware","Windows Server","Successful","2025-10-01 18:42:02"
"CHG0528358","Global: 8300000539, June-15-MTW | PH1/PS2 Landscapes Restart - Single Change","Naqvi, Masooma","2025-06-14 22:30:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.
Restart of apps and DB  

Q. What is the duration required to perform the backout plan and is it included in the scheduled window? 
3 Hours, yes (included) ","20005 - Azure Europe West","2025-05-26 16:05:12","Hardware","All Servers","Successful","2025-08-04 09:15:30"
"CHG0528353","Enterprise: MS Security patching on Phinia SAP PH1 servers - LTIM ","Naqvi, Masooma","2025-06-15 00:00:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Step by step procedure of back out plan.
Ans-  In case of any issue the installed patches will be un-installed from the server
        
Q. What is the time duration required to perform the backout plan and is it included in the scheduled window? 
Ans- 2 hr, yes Included","20005 - Azure Europe West","2025-05-26 08:57:03","Hardware","Windows Server","Successful","2025-08-04 09:27:04"
"CHG0528501","Global - PH1 Update Concur Add-ons in PH1 landscape - Single PSP LTIM Change","","2025-06-15 00:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Revert the changes made.
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?
1 hour (YES)","20005 - Azure Europe West","2025-06-09 05:49:43","Hardware","All Servers","Successful","2025-07-22 12:23:00"
"CHG0528564","Nasuni filers version upgradation- Batch 1 ","Chava, Sri","2025-06-15 08:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  

We will restore filer from OVF and escrow pass key on same state 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

60 min
","10671 - Amsterdam CoLocation","2025-06-12 03:16:03","Hardware","All Servers","Successful","2025-07-22 11:30:40"
"CHG0528562","NLNHSRKP-MS11.phinia.local || Nasuni Management Console Version Upgradation ","","2025-06-15 08:30:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  

We will build new console through OVF file provided by vendor 

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

60 min
","10671 - Amsterdam CoLocation","2025-06-12 03:08:45","Hardware","All Servers","Successful","2025-07-22 11:28:38"
"CHG0525866","Global - PH1 Printer Creation in SAP - DXC - Single PSP DXC change","Naqvi, Masooma","2025-06-20 11:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.
Delete the printer created in SAP  

Q. What is the duration required to perform the backout plan and is it included in the scheduled window? 
yes, 3 Hours 
","20005 - Azure Europe West","2024-11-08 02:48:03","Hardware","All Servers","Successful","2025-07-02 07:05:10"
"CHG0528643","EMEA - Admin rights on AZUREUW-AP017  - LTIM","","2025-06-23 08:00:00","Closed Complete","Jinkarawarahalli Rammohan, Vijay","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  N/A

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  N/A
","20005 - Azure Europe West","2025-06-19 05:39:03","Hardware","Windows Server","Successful","2025-07-11 04:19:58"
"CHG0527919","Enterprise: AL11 file path creation for Bloomberg in SAP PH1-Single PSP LTI/DXC change","","2025-06-26 11:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Revert the changes made.
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?
30 mins (YES)","20005 - Azure Europe West","2025-04-10 06:44:12","Hardware","All Servers","Successful","2025-07-03 13:09:57"
"CHG0528607","Enterprise: Pre- Approved: Apply MS Security patches (June  - 2025) on Production Servers (4th weekend)- Reboot required","","2025-06-27 22:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  
Minimum : 30 Min.
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only.","20005 - Azure Europe West","2025-06-16 14:21:22","Hardware","Windows Server","Successful","2025-07-16 04:34:01"
"CHG0528738","Creation of AD GPO to run Logic Monitor Script on all Windows Servers","Chava, Sri","2025-07-02 03:30:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Remove Target Server from GPO Scope.
Run gpupdate /force command on the affected server
Delete the GPO.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
It is included in scheduled window of 1 Hr.
","00202 - Blois - France","2025-06-30 12:49:28","Hardware","All Servers","Successful","2025-07-10 09:26:58"
"CHG0528546","Global: PN1 Printer Configuration (SCTSK5348323) LTIM Single PSP change","","2025-07-03 11:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.
Inactive /Lock the printer  

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
15 Mins /Yes","20005 - Azure Europe West","2025-06-10 16:19:09","Hardware","All Servers","Successful","2025-08-04 09:11:39"
"CHG0528813","EMEA: RITM5268995- Begin decommissioning of Azure resources attached - LTIM Change","","2025-07-04 05:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Ans: Stop decommission process and restore the resources from backup.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans- 1 or 2 days due to multiple teams involved (Yes)
","20005 - Azure Europe West","2025-07-01 21:10:14","Hardware","All Servers","Successful","2025-07-09 02:08:06"
